Date,Close
2000-01-01,1.167843137254902
2000-02-01,1.480032599837001
2000-03-01,0.6050119331742241
2000-04-01,0.37942122186495175
2000-05-01,0.7226840855106889
2000-06-01,0.68481078278901
2000-07-01,0.3360935216755967
2000-08-01,0.4979647218453187
2000-09-01,0.2582619339045287
2000-10-01,0.5034482758620691
2000-11-01,0.3753558357055713
2000-12-01,0.046875
2001-01-01,0.0369030390738061
2001-02-01,-0.09990141307919809
2001-03-01,-0.02267657992565053
2001-04-01,0.10567210567210572
2001-05-01,-0.02206135815236132
2001-06-01,-0.1923076923076923
2001-07-01,-0.039372949325555906
2001-08-01,-0.1787439613526569
2001-09-01,-0.24027237354085607
2001-10-01,-0.3522935779816514
2001-11-01,-0.4251921939680662
2001-12-01,-0.25970149253731345
2002-01-01,-0.32030704815073274
2002-02-01,-0.20627966411098952
2002-03-01,0.0007607455306199995
2002-04-01,-0.04111033028812372
2002-05-01,-0.10786041593232298
2002-06-01,0.02323809523809528
2002-07-01,0.02542694497153697
2002-08-01,0.06544117647058822
2002-09-01,0.29961587708066584
2002-10-01,0.2851746931067043
2002-11-01,0.3832304526748971
2002-12-01,0.5725806451612903
2003-01-01,0.7202258726899382
2003-02-01,0.6835326586936525
2003-03-01,0.1797795515013303
2003-04-01,-0.054598754122389126
2003-05-01,0.16791781904385616
2003-06-01,0.1239761727475801
2003-07-01,0.13027387120651368
2003-08-01,0.08937198067632846
2003-09-01,-0.04105090311986859
2003-10-01,0.06943423952975758
2003-11-01,0.13090368166604693
2003-12-01,0.04230769230769238
2004-01-01,-0.01372724559832883
2004-02-01,-0.012021857923497414
2004-03-01,0.152061855670103
2004-04-01,0.4488372093023256
2004-05-01,0.34912043301759144
2004-06-01,0.22722755879430268
2004-07-01,0.43418467583497056
2004-08-01,0.3341780171048463
2004-09-01,0.7
2004-10-01,0.7780831329440054
2004-11-01,0.6155869779677738
2004-12-01,0.33610086100861003
2005-01-01,0.45839636913767046
2005-02-01,0.43113938053097356
2005-03-01,0.5492170022371365
2005-04-01,0.33012306046013906
2005-05-01,0.3031594784353058
2005-06-01,0.5249662618083673
2005-07-01,0.3828767123287673
2005-08-01,0.6367521367521367
2005-09-01,0.3344077356970183
2005-10-01,0.15455950540958274
2005-11-01,0.16670059027071038
2005-12-01,0.4048331415420021
2006-01-01,0.40912863070539407
2006-02-01,0.18666666666666654
2006-03-01,0.20270758122743682
2006-04-01,0.4456958970233307
2006-05-01,0.3717529343852224
2006-06-01,0.30849557522123905
2006-07-01,0.22833085685983168
2006-08-01,0.019147084421236027
